year,quarter,31N,32N,33N,34N,35N,36N,37N,38N,39N,40N,41N,42N,43N,44N,45N,46N,47N
2011,4,0.20433333333333334,0.161,0.24766666666666667,0.213,0.23299999999999998,0.26033333333333336,0.20366666666666666,0.309,0.5616666666666666,0.4626666666666666,0.36166666666666664,0.27999999999999997,0.224,-0.057333333333333326,0.055333333333333325,-0.10933333333333334,-0.2796666666666667
2012,1,0.4463333333333333,0.25166666666666665,0.47100000000000003,0.36466666666666664,0.4363333333333333,0.38599999999999995,0.5,0.28033333333333327,0.39633333333333337,0.19433333333333333,-0.023333333333333355,-0.06266666666666666,-0.16733333333333333,-0.38033333333333336,-0.42733333333333334,-0.137,-0.597
2012,2,0.6349999999999999,0.503,0.548,0.8706666666666667,1.036,1.053,1.0593333333333332,0.8186666666666667,1.357,0.8463333333333333,0.7476666666666668,0.6333333333333333,0.40633333333333327,0.008333333333333333,0.151,0.079,-0.09066666666666667
2012,3,0.599,0.437,0.4003333333333334,0.48733333333333334,0.588,0.6293333333333333,0.7426666666666667,0.7403333333333334,1.2153333333333334,1.3340000000000003,0.9816666666666668,1.171,0.875,0.48133333333333334,0.51,0.3933333333333333,0.29866666666666664
2012,4,0.5193333333333333,0.35733333333333334,0.33066666666666666,0.27133333333333337,0.25866666666666666,0.246,0.11499999999999999,0.21066666666666667,0.213,-0.019666666666666666,-0.12,-0.22666666666666666,-0.261,-0.5723333333333332,-0.3216666666666666,-0.39966666666666667,-0.42
2013,1,0.5736666666666667,0.4286666666666667,0.424,0.49,0.8296666666666667,0.7543333333333333,0.6516666666666667,0.6223333333333333,0.8586666666666666,0.6890000000000001,0.49333333333333335,0.38800000000000007,0.22833333333333336,-0.07100000000000001,-0.067,-0.009999999999999997,-0.017
2013,2,1.0523333333333333,0.6150000000000001,0.5996666666666667,1.0543333333333333,1.17,1.147,0.9056666666666667,1.0126666666666668,1.4826666666666668,1.2466666666666668,0.8853333333333334,0.9886666666666667,0.638,0.26666666666666666,0.2353333333333333,0.12566666666666668,0.07966666666666666
2013,3,1.0186666666666666,0.6880000000000001,0.5099999999999999,0.8093333333333333,0.9213333333333332,0.7836666666666666,0.5219999999999999,0.5896666666666667,1.0313333333333334,1.0776666666666668,0.9426666666666667,1.016,0.8256666666666667,0.46366666666666667,0.4366666666666667,0.3323333333333333,0.22966666666666669
2013,4,0.35566666666666663,0.3056666666666667,0.22266666666666668,0.254,0.5423333333333333,0.48300000000000004,0.5346666666666667,0.5136666666666666,0.9533333333333335,0.7826666666666666,0.5803333333333333,0.6513333333333333,0.47100000000000003,0.26533333333333337,0.09866666666666667,0.206,0.10166666666666667
2014,1,0.41733333333333333,0.3076666666666667,0.21733333333333335,0.26266666666666666,0.45966666666666667,0.33066666666666666,0.165,0.08233333333333333,0.17666666666666667,0.15633333333333332,-0.062,-0.003333333333333336,-0.14666666666666667,-0.11499999999999999,-0.2916666666666667,-0.050666666666666665,-0.22133333333333335
2014,2,0.8023333333333333,0.5976666666666667,0.5526666666666666,0.8330000000000001,1.022,1.0330000000000001,0.8393333333333333,0.915,1.3276666666666666,1.2593333333333334,1.058,0.9276666666666666,0.711,0.331,0.26766666666666666,0.15433333333333332,0.16733333333333333
2014,3,0.6833333333333332,0.5666666666666668,0.39066666666666666,0.5923333333333333,0.5916666666666667,0.49866666666666665,0.34299999999999997,0.2996666666666667,0.6066666666666666,0.6626666666666666,0.8783333333333333,0.9046666666666666,0.7706666666666666,0.589,0.48733333333333334,0.385,0.26366666666666666
2014,4,0.43,0.27799999999999997,0.18766666666666665,0.19666666666666666,0.39666666666666667,0.2956666666666667,0.16533333333333333,0.19033333333333333,0.04766666666666666,-0.07566666666666667,-0.35666666666666663,-0.39999999999999997,-0.3073333333333333,-0.22066666666666668,-0.48833333333333334,-0.152,-0.501
2015,1,0.23666666666666666,0.20866666666666667,0.09433333333333334,0.15966666666666668,0.4086666666666667,0.40399999999999997,0.24466666666666667,0.22966666666666669,0.34600000000000003,0.17233333333333334,0.038666666666666676,-0.076,0.06999999999999999,-0.22266666666666668,-0.235,-0.18000000000000002,-0.12433333333333334
2015,2,0.7556666666666666,0.5476666666666666,0.5426666666666666,0.8690000000000001,0.98,0.9189999999999999,0.6706666666666666,0.969,1.3153333333333335,1.3549999999999998,1.1523333333333332,1.187,0.8023333333333333,0.5326666666666666,0.49366666666666664,0.36366666666666664,0.35766666666666663
2015,3,0.6456666666666666,0.5413333333333333,0.432,0.6626666666666666,0.6376666666666666,0.636,0.39200000000000007,0.36133333333333334,0.6013333333333334,0.7923333333333332,0.8153333333333332,0.8356666666666666,0.616,0.37233333333333335,0.29000000000000004,0.327,0.21
2015,4,0.5706666666666667,0.5386666666666667,0.521,0.5446666666666666,0.7783333333333333,0.6693333333333333,0.4896666666666667,0.334,0.4166666666666667,0.19233333333333333,0.008666666666666637,-0.18333333333333332,-0.3293333333333333,-0.38133333333333336,-0.427,-0.19466666666666668,-0.13533333333333333
2016,1,0.5666666666666667,0.4196666666666667,0.3263333333333333,0.405,0.5459999999999999,0.38199999999999995,0.16666666666666666,0.105,-0.11900000000000001,-0.23233333333333336,-0.6566666666666666,-0.5846666666666667,-0.597,-0.6326666666666666,-0.6183333333333333,-0.532,-0.413
2016,2,0.761,0.5443333333333333,0.5266666666666667,0.8300000000000001,0.9246666666666666,1.0496666666666667,0.6926666666666668,0.8776666666666667,1.2469999999999999,1.1433333333333333,0.8486666666666668,0.8693333333333332,0.6103333333333333,0.3276666666666666,0.32233333333333336,0.278,0.25533333333333336
2016,3,0.637,0.48,0.35200000000000004,0.6473333333333333,0.7563333333333334,0.7446666666666667,0.599,0.6303333333333333,1.081,1.2006666666666665,1.2493333333333334,1.1003333333333334,0.8133333333333334,0.596,0.4676666666666667,0.3873333333333333,0.295
2016,4,0.519,0.44166666666666665,0.3403333333333333,0.37200000000000005,0.5053333333333333,0.47866666666666663,0.3499999999999999,0.162,0.22333333333333336,0.13333333333333333,-0.307,-0.26633333333333337,-0.5650000000000001,-0.4696666666666667,-0.605,-0.36866666666666664,-0.3363333333333333
2017,1,0.48100000000000004,0.35133333333333333,0.2953333333333334,0.30733333333333335,0.4583333333333333,0.3026666666666667,0.09200000000000003,0.17733333333333334,0.12333333333333334,0.03133333333333333,-0.325,-0.35233333333333333,-0.22266666666666665,-0.31233333333333335,-0.387,-0.217,-0.29333333333333333
2017,2,0.9369999999999999,0.6543333333333333,0.598,0.9453333333333332,0.997,1.1566666666666667,0.8123333333333335,0.91,1.2696666666666667,1.25,0.669,0.7056666666666667,0.49100000000000005,0.14866666666666667,0.10333333333333333,0.08166666666666667,0.09766666666666667
2017,3,0.6573333333333333,0.4956666666666667,0.35733333333333334,0.5733333333333334,0.6806666666666666,0.709,0.5086666666666667,0.38233333333333336,0.951,1.1926666666666665,1.046,1.243,0.7959999999999999,0.48233333333333334,0.49500000000000005,0.44333333333333336,0.3316666666666667
2017,4,0.36933333333333335,0.3473333333333333,0.234,0.23766666666666666,0.48100000000000004,0.48666666666666664,0.413,0.3506666666666667,0.48500000000000004,0.45599999999999996,0.10566666666666663,0.12433333333333335,-0.004000000000000013,-0.15999999999999995,-0.26066666666666666,-0.09466666666666668,-0.159
2018,1,0.47433333333333333,0.38000000000000006,0.3913333333333333,0.39466666666666667,0.48966666666666664,0.45,0.3323333333333333,0.3653333333333333,0.5656666666666667,0.45933333333333337,0.2846666666666667,0.208,0.08900000000000001,-0.10866666666666668,-0.16666666666666666,-0.2516666666666667,-0.08
2018,2,0.9793333333333334,0.6953333333333332,0.6323333333333333,1.0796666666666666,1.1306666666666667,1.2333333333333332,0.8653333333333334,1.0516666666666665,1.6043333333333336,1.3336666666666666,0.876,0.8973333333333334,0.49833333333333335,0.22966666666666666,0.20433333333333334,0.10133333333333333,0.15433333333333335
2018,3,0.543,0.452,0.3393333333333333,0.714,0.89,0.9039999999999999,0.7399999999999999,0.6446666666666667,1.3470000000000002,1.4829999999999999,1.0896666666666668,1.14,0.7203333333333334,0.47733333333333333,0.4206666666666667,0.4046666666666667,0.2956666666666667
2018,4,0.3466666666666667,0.2816666666666667,0.24733333333333332,0.367,0.5953333333333334,0.5133333333333333,0.4686666666666666,0.4146666666666667,0.504,0.441,0.244,0.17766666666666664,-0.003333333333333336,-0.18033333333333335,-0.28300000000000003,-0.16833333333333333,-0.22799999999999998
2019,1,0.4586666666666666,0.3473333333333333,0.326,0.331,0.41566666666666663,0.3076666666666667,0.03466666666666666,0.11800000000000001,0.111,0.11966666666666669,-0.22566666666666668,-0.09900000000000002,-0.10533333333333335,-0.168,-0.10666666666666667,-0.09166666666666667,-0.07733333333333335
2019,2,0.713,0.5103333333333333,0.4526666666666667,0.7493333333333334,0.8293333333333334,0.8879999999999999,0.709,0.8316666666666667,1.298,1.3883333333333334,1.146,1.1843333333333332,0.7806666666666667,0.40066666666666667,0.3633333333333333,0.2926666666666667,0.297
2019,3,0.7016666666666667,0.5473333333333333,0.45166666666666666,0.8406666666666668,0.9416666666666668,1.0376666666666667,0.8123333333333332,0.706,1.3646666666666665,1.362,0.9586666666666667,0.87,0.5883333333333333,0.36366666666666664,0.227,0.23399999999999999,0.14366666666666666
2019,4,0.3363333333333333,0.23833333333333337,0.18600000000000003,0.24533333333333332,0.41333333333333333,0.4223333333333333,0.2886666666666667,0.20066666666666666,0.5246666666666667,0.3516666666666666,0.139,0.18399999999999997,0.2496666666666667,0.09866666666666664,0.022333333333333334,0.04800000000000001,-0.06666666666666667
2020,1,0.341,0.26566666666666666,0.24566666666666667,0.37233333333333335,0.6146666666666666,0.6013333333333334,0.49666666666666665,0.5413333333333333,0.8533333333333334,0.7600000000000001,0.4863333333333333,0.49233333333333335,0.118,-0.09533333333333333,-0.2876666666666667,-0.07733333333333332,-0.08566666666666667
2020,2,0.757,0.5066666666666667,0.42766666666666664,0.8256666666666668,0.9363333333333334,1.0703333333333334,0.8443333333333333,0.6663333333333333,1.1953333333333334,1.109,0.7243333333333334,0.7196666666666666,0.506,0.22866666666666666,0.20033333333333334,0.20199999999999999,0.16433333333333333
2020,3,0.6806666666666666,0.5346666666666667,0.36533333333333334,0.685,0.7323333333333334,0.8370000000000001,0.6446666666666667,0.45166666666666666,1.0713333333333332,1.238,0.9540000000000001,1.1926666666666668,0.755,0.306,0.33,0.3106666666666667,0.23299999999999998
2020,4,0.39066666666666666,0.28733333333333333,0.21633333333333335,0.38566666666666666,0.648,0.5973333333333334,0.49033333333333334,0.39366666666666666,0.7713333333333333,0.733,0.49266666666666664,0.43966666666666665,0.231,-0.027666666666666662,-0.19600000000000004,4.625929269271485e-18,-0.07666666666666667
2021,1,0.5726666666666667,0.42533333333333334,0.44300000000000006,0.616,0.7806666666666667,0.7503333333333333,0.6566666666666666,0.566,0.843,0.7333333333333334,0.26766666666666666,0.20566666666666666,0.05266666666666667,-0.08866666666666666,-0.26699999999999996,-0.043333333333333335,-0.076
2021,2,0.759,0.5619999999999999,0.5323333333333333,0.9993333333333334,1.0966666666666667,1.2550000000000001,0.8836666666666666,0.809,1.6866666666666665,1.3499999999999999,1.01,1.0813333333333335,0.7486666666666667,0.38833333333333336,0.328,0.2846666666666667,0.20933333333333334
2021,3,0.5393333333333333,0.435,0.29533333333333334,0.597,0.6256666666666667,0.7503333333333333,0.6593333333333333,0.65,1.3579999999999999,1.5616666666666665,1.336,1.6176666666666666,1.1213333333333333,0.5116666666666667,0.4573333333333333,0.403,0.3516666666666666
2021,4,0.47,0.3133333333333333,0.217,0.325,0.4083333333333334,0.4023333333333334,0.288,0.18033333333333332,0.17233333333333334,0.156,-0.03933333333333333,-0.015333333333333338,-0.11166666666666668,-0.2846666666666667,-0.3233333333333333,-0.18933333333333333,-0.11866666666666666
2022,1,0.3466666666666667,0.2733333333333334,0.26899999999999996,0.40166666666666667,0.5886666666666667,0.643,0.5886666666666667,0.41999999999999993,0.574,0.598,0.41033333333333327,0.40700000000000003,0.31833333333333336,-0.10166666666666667,-0.06899999999999999,-0.053,-0.03699999999999999
2022,2,0.8606666666666666,0.5846666666666667,0.5479999999999999,1.074,1.2823333333333333,1.3070000000000002,1.1483333333333334,0.9796666666666667,1.5119999999999998,1.0083333333333335,0.618,0.596,0.26666666666666666,0.06733333333333333,0.00033333333333333365,0.025333333333333333,0.005666666666666667
2022,3,0.6213333333333333,0.5033333333333333,0.38133333333333336,0.738,0.7646666666666667,0.7426666666666667,0.5943333333333333,0.435,0.9876666666666667,0.9763333333333334,0.6746666666666666,0.89,0.5456666666666666,0.36866666666666664,0.3006666666666667,0.4266666666666667,0.2233333333333333
2022,4,0.3873333333333333,0.2806666666666667,0.21466666666666667,0.34299999999999997,0.501,0.44366666666666665,0.36033333333333334,0.27133333333333337,0.308,0.228,0.01366666666666668,0.005666666666666671,-0.13266666666666668,-0.11433333333333333,-0.16866666666666666,0.03099999999999999,-0.07733333333333334
2023,1,0.4443333333333334,0.30033333333333334,0.3,0.28633333333333333,0.4096666666666667,0.38199999999999995,0.21466666666666667,0.309,0.2886666666666667,0.24300000000000002,-0.09499999999999997,-0.12966666666666668,-0.13666666666666666,-0.26,-0.162,-0.14766666666666667,0.04266666666666668
2023,2,0.9526666666666667,0.6900000000000001,0.5693333333333334,0.9790000000000001,1.0333333333333334,1.0050000000000001,0.6646666666666666,0.7163333333333334,1.1046666666666667,1.015,0.8216666666666667,0.7963333333333334,0.5830000000000001,0.291,0.2416666666666667,0.19400000000000003,0.28200000000000003
2023,3,0.7073333333333333,0.5646666666666667,0.39466666666666667,0.7646666666666667,0.8300000000000001,0.8846666666666666,0.7643333333333332,0.647,1.1846666666666665,0.9646666666666667,0.8633333333333333,0.9103333333333333,0.5206666666666667,0.39599999999999996,0.21666666666666665,0.36833333333333335,0.19900000000000004
2023,4,0.33866666666666667,0.3213333333333333,0.24133333333333332,0.34600000000000003,0.36000000000000004,0.36433333333333334,0.22033333333333335,0.029666666666666675,0.08033333333333333,0.063,-0.05400000000000001,-0.059333333333333314,-0.26166666666666666,-0.18499999999999997,-0.19399999999999998,-0.1366666666666667,-0.08333333333333333
2024,1,0.4916666666666667,0.342,0.3463333333333333,0.35133333333333333,0.36333333333333334,0.3056666666666667,0.053,0.13366666666666668,0.005333333333333338,-0.06133333333333333,-0.43733333333333335,-0.35633333333333334,-0.561,-0.4526666666666667,-0.295,-0.323,0.022000000000000002
2024,2,0.8383333333333334,0.5786666666666668,0.4633333333333334,0.9326666666666666,1.0913333333333333,1.199,1.0073333333333334,0.9773333333333333,1.577,1.5286666666666668,1.1563333333333334,1.274,0.8773333333333334,0.397,0.3373333333333333,0.249,0.24766666666666667
2024,3,0.673,0.5523333333333333,0.41333333333333333,0.7966666666666667,0.7923333333333332,0.7886666666666667,0.7166666666666667,0.677,1.002,1.007,0.9420000000000001,1.035,0.69,0.448,0.34366666666666673,0.29633333333333334,0.27266666666666667
2024,4,0.516,0.38199999999999995,0.2936666666666667,0.3873333333333333,0.486,0.44766666666666666,0.266,0.252,0.27199999999999996,0.12566666666666668,-0.214,-0.2456666666666667,-0.582,-0.355,-0.6286666666666666,-0.21599999999999997,-0.10266666666666667
2025,1,0.449,0.302,0.26566666666666666,0.2703333333333333,0.476,0.48133333333333334,0.11466666666666665,0.18999999999999997,0.26399999999999996,0.152,-0.15333333333333335,0.01300000000000003,-0.2306666666666667,-0.06933333333333333,-0.34833333333333333,-0.059,-0.03633333333333335
